obj_label,relation,relation_name,sub_label,uuid
Spanish,P37,official-language,Southern Common Market,ee74098c-08c9-4ab6-a7b9-b7b03cd14f18
Catalan,P37,official-language,Spain,64f31e30-19a7-4de0-b382-fbe665e6f34d
Spanish,P37,official-language,Spain,6d2557b6-13d4-4961-878e-1e89b234293a
Finnish,P37,official-language,Sweden,870bed64-48b0-4a8d-9095-328a21691e1f
Swedish,P37,official-language,Sweden,7248c4b6-15ad-40cc-99e4-4fc67b3a2afe
French,P37,official-language,Swiss Federal Constitution,f6f5069b-2fca-47d6-8ad1-25232edc421f
Italian,P37,official-language,Swiss Federal Constitution,0f1f0da9-b5dc-4d77-9127-c416f9319561
German,P37,official-language,Switzerland,31c10102-174a-48d8-aa2a-644fec9b4615
Italian,P37,official-language,Switzerland,08986e2b-0fc0-43f5-8bf0-d79697a8c001
French,P37,official-language,Switzerland,19eda1c4-4e87-4b20-b4db-77fa575a786c
English,P37,official-language,Torfaen,b2b8eb85-397d-4871-a44f-ba4bfe545b3e
Welsh,P37,official-language,Torfaen,65a1ffd7-9414-4ccb-afb1-8fb7eb853299
Russian,P37,official-language,Transnistria,3ca5d314-8473-4b5b-8edb-e6aa258f2764
Ukrainian,P37,official-language,Transnistria,96c88d64-b732-4604-8a22-a0789ae679db
Finnish,P37,official-language,Turku,f1970f69-56b9-445c-b059-0d7c1231cbfa
Swedish,P37,official-language,Turku,ce1768df-16c2-4100-8ad8-a73e7a491ca0
Ukrainian,P37,official-language,Ukrainian Soviet Socialist Republic,4b76942b-aa3a-4b22-8574-3f17d715b2c9
Russian,P37,official-language,Ukrainian Soviet Socialist Republic,4f73f6cc-7e06-4e8a-88eb-d5aad0355995
Norwegian,P37,official-language,Union between Sweden and Norway,1abd78d8-958d-4820-990e-90a69f6b3261
Swedish,P37,official-language,Union between Sweden and Norway,ed4d1a8e-12f0-4874-a591-a8e37d032d43
English,P37,official-language,Union of European Football Associations,da25ec33-d1ac-4593-9bc9-a422c7fef922
French,P37,official-language,Union of European Football Associations,808a2059-740b-485c-9505-550ad51309ac
English,P37,official-language,United Kingdom,769af264-e7fb-40a3-96fc-401b50ca04da
Welsh,P37,official-language,United Kingdom,a5cab329-1511-441f-a180-4d210d63e48c
French,P37,official-language,United Nations,14c671ce-fc29-4b51-9371-7be7226f0bf2
English,P37,official-language,United Nations,4c36d6a8-2c91-4178-bc96-cbd21aaf1185
Spanish,P37,official-language,United Nations,f2d89b99-85e2-48f8-b6df-6bc498545f2d
Russian,P37,official-language,United Nations,299f49a6-dbcb-4da2-b437-a4cfdcdc028f
Swedish,P37,official-language,Vaasa,26267510-e025-4721-b5e5-a4f633bfeca2
Finnish,P37,official-language,Vaasa,9ce50c89-e396-40f0-b347-1be376ea3aab
Catalan,P37,official-language,Val d'Aran,7f84dccc-911b-4935-88ae-af32f85126ea
Spanish,P37,official-language,Val d'Aran,55febe3f-46de-491a-88af-9bd464352e4d
Spanish,P37,official-language,Valencian Community,1654c1c9-96f3-41ac-8876-7e1bc6bf75c7
Catalan,P37,official-language,Valencian Community,0fdfa10b-9093-4cf1-a06a-06d4051fe674
Finnish,P37,official-language,Vantaa,58ddb3fa-4d57-4982-b6fc-5ab061dc5a8f
Swedish,P37,official-language,Vantaa,348800db-678e-40bc-9e38-28475af611b3
French,P37,official-language,Vanuatu,491e3afb-e69e-469c-aac4-20c3e6e10bd6
English,P37,official-language,Vanuatu,0b58fcf7-c6ae-4916-b9f8-1e15de78e4e8
English,P37,official-language,Wales,d3f21a38-e017-4fb3-a7bf-665974701d0a
Welsh,P37,official-language,Wales,c77ed967-ed5d-478f-9f30-d1154f5fbf85
French,P37,official-language,World Health Organization,cf31b1b1-c2d2-40ee-aad6-e9e087752241
English,P37,official-language,World Health Organization,9f2377bf-23a0-4fe7-8057-4c2695b9f0c5
Russian,P37,official-language,World Health Organization,b46343e0-0f68-4813-bf91-438f515210e4
Russian,P37,official-language,Zhovti Vody,e92763d7-4e82-4e31-885e-525836bc939e
Ukrainian,P37,official-language,Zhovti Vody,71d372dc-8420-4c9d-b932-3fe1e673efa7
German,P37,official-language,canton of Bern,7c5bd78d-c5fa-4b6c-9b44-a86d68a09b9f
French,P37,official-language,canton of Bern,5f3dffc8-b5a6-462c-a6db-515a369b26ea
